WSRace,Year,WSPosition,WSName,WSClub,WSClass,WSTime,WSDecimalTime,WSNotes
B,1979,26,"Bannister & King","Tonbridge ","K2 Senior",03:31:20,3.52,.
C,1979,26,"Goldsmith & Williams","Hereford  & ","K2 Senior",04:24:55,4.40,.
C,1979,27,"French P & Arundel J","Met Police  & ","K2 Senior",04:37:00,4.62,.
B,1979,28,"Bell Roger & Stanway","Newbury  & ","K2 Senior",03:36:35,3.60,.
B,1979,29,"Goldsmith & Williams","Hereford  & ","K2 Senior",03:39:10,3.65,.
C,1979,29,"Cocksedge S & Blakeman R","10 Sig Regt","K2 Senior",04:37:35,4.62,.
B,1979,30,"Longstaff Peter & Hossack D J","Windsor & ","K2 Senior",03:40:35,3.67,.
A,1979,31,"Goldsmith & Williams","Hereford  & ","K2 Senior",02:42:35,2.70,.
A,1979,32,"TIdcombe & Cullan","RMCF & ","K2 Senior",02:51:15,2.85,.
B,1979,32,"Jones S W & Moss N J",RMCS,"K2 Senior",04:00:50,4.00,.
C,1979,32,"Jones S W & Moss N J",RMCS,"K2 Senior",04:45:25,4.75,.
B,1979,33,"Cocksedge S & Blakeman R","10 Sig Regt","K2 Senior",04:10:20,4.17,.
C,1979,33,"Unknown & Unknown","RE & ","K2 Senior",05:00:45,5.00,.
A,1979,34,"Cocksedge S & Blakeman R","10 Sig Regt","K2 Senior",03:04:00,3.07,.
A,1979,36,"Jones S W & Moss N J",RMCS,"K2 Senior",03:15:55,3.25,.
A,1979,37,"Dorllng & Fee","RMCF & ","K2 Senior",03:30:55,3.50,.
A,1980,1,"Cook & Smith","Borough Rd College  & ","K2 Senior",01:47:26,1.78,.
A,1980,1,"Soper J W & Grogory","Warren  ","K2 Junior",01:48:55,1.80,.
A,1980,1,"Stainsby T & Moore A","Metropolitan Police ","K2 Veteran",02:02:53,2.03,.
B,1980,1,"Gillam & Little R J","Totnes ","K2 Senior",02:24:25,2.40,.
A,1980,1,"Kelly D J & Day Nicola","Met Police Cadets","K2 Ladies",02:34:20,2.57,.
B,1980,1,"Soper J W & Grogory","Warren  ","K2 Junior",02:43:27,2.72,.
C,1980,1,"Boat 165 & Boat 165","Unknown & ","K2 Senior",02:59:31,2.98,.
B,1980,1,"Stainsby T & Moore A","Metropolitan Police ","K2 Veteran",03:02:21,3.03,.
C,1980,1,"Ayres A R & Evans S J","Royal ","K2 Junior",03:11:43,3.18,.
C,1980,1,"Stainsby T & Moore A","Metropolitan Police ","K2 Veteran",03:21:51,3.35,.
B,1980,1,"Kelly D J & Day Nicola","Met Police Cadets","K2 Ladies",04:05:24,4.08,.
C,1980,1,"Devitt & Knowles","Hereford  & ","K2 Ladies",04:39:33,4.65,.
D,1980,1,"Boat 165 & Boat 165","Unknown & ","K2 Senior",04:57:05,4.95,.
D,1980,1,"Ayres A R & Evans S J","Royal ","K2 Junior",05:29:49,5.48,.
D,1980,1,"Boat 304 & Boat 304","Unknown & ","K2 Veteran",06:28:19,6.47,.
D,1980,1,"Kelly D J & Day Nicola","Met Police Cadets","K2 Ladies",07:23:40,7.38,.
A,1980,2,"Boat 165 & Boat 165","Unknown & ","K2 Senior",01:47:27,1.78,.
A,1980,2,"Ayres A R & Evans S J","Royal ","K2 Junior",01:56:35,1.93,.
A,1980,2,"Boat 304 & Boat 304","Unknown & ","K2 Veteran",02:13:03,2.22,.
B,1980,2,"Boat 165 & Boat 165","Unknown & ","K2 Senior",02:30:54,2.50,.
A,1980,2,"Devitt & Knowles","Hereford  & ","K2 Ladies",02:41:18,2.68,.
B,1980,2,"Salisbury & Selwood","Reading & Leighton Park  & ","K2 Junior",02:54:34,2.90,.
C,1980,2,"Boat 156 & Boat 156","Unknown & ","K2 Senior",03:00:55,3.00,.
C,1980,2,"Soper J W & Grogory","Warren  ","K2 Junior",03:12:33,3.20,.
B,1980,2,"Boat 302 & Boat 302","Unknown & ","K2 Veteran",03:35:58,3.58,.
C,1980,2,"Boat 304 & Boat 304","Unknown & ","K2 Veteran",03:57:14,3.95,.
B,1980,2,"Devitt & Knowles","Hereford  & ","K2 Ladies",04:09:31,4.15,.
C,1980,2,"Tilzey Jane & Ball","Sussex Police Cadets","K2 Ladies",05:00:30,5.00,.
D,1980,2,"Boat 152 & Boat 152","Unknown & ","K2 Senior",05:02:38,5.03,.
D,1980,2,"Mannering & Battershell","Wey  & Chichester  & ","K2 Junior",05:39:14,5.65,.
D,1980,2,"Boat 302 & Boat 302","Unknown & ","K2 Veteran",07:00:35,7.00,.
D,1980,2,"Devitt & Knowles","Hereford  & ","K2 Ladies",07:51:00,7.85,.
A,1980,3,"Boat 156 & Boat 156","Unknown & ","K2 Senior",01:47:48,1.78,.
A,1980,3,"Boat 251 & Boat 251","Unknown & ","K2 Junior",01:58:22,1.97,.
A,1980,3,"Boat 302 & Boat 302","Unknown & ","K2 Veteran",02:21:56,2.35,.
B,1980,3,"Boat 169 & Boat 169","Unknown & ","K2 Senior",02:37:17,2.62,.
A,1980,3,"Watts & Hanwell","Met Police Cadets & ","K2 Ladies",02:43:16,2.72,.
B,1980,3,"Ayres A R & Evans S J","Royal ","K2 Junior",02:55:38,2.92,.
C,1980,3,"Boat 152 & Boat 152","Unknown & ","K2 Senior",03:02:07,3.03,.
C,1980,3,"Boat 251 & Boat 251","Unknown & ","K2 Junior",03:26:37,3.43,.
C,1980,3,"Boat 302 & Boat 302","Unknown & ","K2 Veteran",04:11:21,4.18,.
B,1980,3,"West Amanda & Bright","Devon & Cornwall Police Cadets","K2 Ladies",04:56:50,4.93,.
D,1980,3,"Boat 264 & Boat 264","Unknown & ","K2 Senior",05:19:50,5.32,.
D,1980,3,"Boat 250 & Boat 250","Unknown & ","K2 Junior",05:50:34,5.83,.
D,1980,3,"Lee & Thomas","Devon & Cornwall Police Cadets & ","K2 Ladies",07:56:48,7.93,.
A,1980,4,"Boat 152 & Boat 152","Unknown & ","K2 Senior",01:49:04,1.82,.
A,1980,4,"Wells & Wells"," 12 Ruislip Venture Scout & ","K2 Junior",02:01:51,2.02,.
A,1980,4,"Boat 303 & Boat 303","Unknown & ","K2 Veteran",02:27:04,2.45,.
B,1980,4,"Boat 156 & Boat 156","Unknown & ","K2 Senior",02:37:50,2.62,.
B,1980,4,"Boat 251 & Boat 251","Unknown & ","K2 Junior",02:59:42,2.98,.
C,1980,4,"Harding Ollie & White Ian","Hereford ","K2 Senior",03:07:46,3.12,.
A,1980,4,"Tilzey Jane & Ball","Sussex Police Cadets","K2 Ladies",03:11:35,3.18,.
C,1980,4,"Boat 250 & Boat 250","Unknown & ","K2 Junior",03:27:07,3.45,.
C,1980,4,"Boat 303 & Boat 303","Unknown & ","K2 Veteran",04:15:29,4.25,.
D,1980,4,"Carpenter Mike & Worth Andrew","Exeter  & ","K2 Senior",05:36:27,5.60,.
D,1980,4,"Wells & Wells"," 12 Ruislip Venture Scout & ","K2 Junior",06:10:14,6.17,.
A,1980,5,"Harding Ollie & White Ian","Hereford ","K2 Senior",01:49:04,1.82,.
A,1980,5,"Boat 250 & Boat 250","Unknown & ","K2 Junior",02:04:13,2.07,.
B,1980,5,"Boat 152 & Boat 152","Unknown & ","K2 Senior",02:39:00,2.65,.
C,1980,5,"Cook & Smith","Borough Rd College  & ","K2 Senior",03:09:14,3.15,.
A,1980,5,"Lee & Thomas","Devon & Cornwall Police Cadets & ","K2 Ladies",03:12:28,3.20,.
B,1980,5,"Wells & Wells"," 12 Ruislip Venture Scout & ","K2 Junior",03:13:43,3.22,.
C,1980,5,"Mannering & Battershell","Wey  & Chichester  & ","K2 Junior",03:35:02,3.58,.
D,1980,5,"Andrews D E & Hannam Ian","21 (Artists)","K2 Senior",05:59:24,5.98,.
D,1980,5,"Brown & Howard","Hereford  & ","K2 Junior",06:27:11,6.45,.
A,1980,6,"Story R & Jackson","10th Signal Regt & ","K2 Senior",01:50:10,1.83,.
A,1980,6,"Mannering & Battershell","Wey  & Chichester ","K2 Junior",02:09:49,2.15,.
B,1980,6,"Story R & Jackson","10th Signal Regt & ","K2 Senior",02:41:30,2.68,.
C,1980,6,"Boat 151 & Boat 151","Unknown & ","K2 Senior",03:09:26,3.15,.
A,1980,6,"West Amanda & Bright","Devon & Cornwall Police Cadets","K2 Ladies",03:13:55,3.22,.
B,1980,6,"Boat 250 & Boat 250","Unknown & ","K2 Junior",03:15:14,3.25,.
C,1980,6,"Wells & Wells"," 12 Ruislip Venture Scout & ","K2 Junior",03:35:57,3.58,.
D,1980,6,"Boat 162 & Boat 162","Unknown & ","K2 Senior",06:03:16,6.05,.
D,1980,6,"Luffman C & Bogie R","Met Police Cadets","K2 Junior",06:28:10,6.47,.
A,1980,7,"Boat 157 & Boat 157","Unknown & ","K2 Senior",01:51:23,1.85,.
A,1980,7,"Brown & Howard","Hereford  & ","K2 Junior",02:14:00,2.23,.
B,1980,7,"Boat 168 & Boat 168","Unknown & ","K2 Senior",02:42:03,2.70,.
C,1980,7,"Boat 157 & Boat 157","Unknown & ","K2 Senior",03:10:16,3.17,.
B,1980,7,"Mannering & Battershell","Wey  & Chichester  & ","K2 Junior",03:25:12,3.42,.
C,1980,7,"Brown & Howard","Hereford  & ","K2 Junior",03:50:44,3.83,.
D,1980,7,"Woodger P R & Amos S J","Exeter  & ","K2 Senior",06:04:10,6.07,.
D,1980,7,"Boat 253 & Boat 253","Unknown & ","K2 Junior",06:41:40,6.68,.
A,1980,8,"Boat 151 & Boat 151","Unknown & ","K2 Senior",01:52:12,1.87,.
A,1980,8,"Boat 253 & Boat 253","Unknown & ","K2 Junior",02:14:05,2.23,.
B,1980,8,"Boat 160 & Boat 160","Unknown & ","K2 Senior",02:46:37,2.77,.
C,1980,8,"Boat 159 & Boat 159","Unknown & ","K2 Senior",03:11:47,3.18,.
B,1980,8,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",03:25:31,3.42,.
C,1980,8,"Lambton M A & Mobey T J","Wilts Police Cadets","K2 Junior",04:01:05,4.02,.
D,1980,8,"Boat 153 & Boat 153","Unknown & ","K2 Senior",06:07:52,6.12,.
D,1980,8,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",06:42:37,6.70,.
A,1980,9,"Boat 160 & Boat 160","Unknown & ","K2 Senior",01:52:53,1.87,.
A,1980,9,"Geer & Watts","Sussex Police Cadets & ","K2 Junior",02:14:20,2.23,.
B,1980,9,"Cook & Smith","Borough Rd College  & ","K2 Senior",02:48:40,2.80,.
C,1980,9,"Boat 264 & Boat 264","Unknown & ","K2 Senior",03:22:12,3.37,.
B,1980,9,"Brown & Howard","Hereford  & ","K2 Junior",03:30:04,3.50,.
C,1980,9,"Hastings & Hines","Sussex Police Cadets & ","K2 Junior",04:01:18,4.02,.
D,1980,9,"Black Dave & McPhearson","21 (Artists) & ","K2 Senior",06:09:54,6.15,.
D,1980,9,"Dickons & Dews C","Met Police Cadets & ","K2 Junior",06:44:16,6.73,.
A,1980,10,"Boat 154 & Boat 154","Unknown & ","K2 Senior",01:52:55,1.87,.
A,1980,10,"Chard & Pearce J","Met Police Cadets","K2 Junior",02:14:58,2.23,.
B,1980,10,"Boat 155 & Boat 155","Unknown & ","K2 Senior",02:53:25,2.88,.
C,1980,10,"Shepherd & Holbrook","Harlow Outdoor Pursuits Centre & ","K2 Senior",03:27:20,3.45,.
B,1980,10,"Carr D A & Fryer M A","Portscreok VSU","K2 Junior",03:30:52,3.50,.
C,1980,10,"Luffman C & Bogie R","Met Police Cadets","K2 Junior",04:02:19,4.03,.
D,1980,10,"Cartor T & Sedgwick M","Metropolitan Police ","K2 Senior",06:10:03,6.17,.
D,1980,10,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",06:53:18,6.88,.
A,1980,11,"Boat 159 & Boat 159","Unknown & ","K2 Senior",01:53:12,1.88,.
A,1980,11,"Luffman C & Bogie R","Met Police Cadets","K2 Junior",02:19:25,2.32,.
B,1980,11,"Boat 264 & Boat 264","Unknown & ","K2 Senior",02:57:23,2.95,.
C,1980,11,"Boat 150 & Boat 150","Unknown & ","K2 Senior",03:27:24,3.45,.
B,1980,11,"Meredith & Luckett","Longridge  & ","K2 Junior",03:31:53,3.52,.
C,1980,11,"Pickering & Johns","Sussex Police Cadets & ","K2 Junior",04:02:41,4.03,.
D,1980,11,"Merrifield B P & Dickson","21 (Artists) & ","K2 Senior",06:10:37,6.17,.
D,1980,11,"Hastings & Hines","Sussex Police Cadets & ","K2 Junior",06:53:33,6.88,.
A,1980,12,"Boat 155 & Boat 155","Unknown & ","K2 Senior",01:53:55,1.88,.
A,1980,12,"Barrow M & Smith","Met Police Cadets & ","K2 Junior",02:21:00,2.35,.
B,1980,12,"Boat 150 & Boat 150","Unknown & ","K2 Senior",02:58:34,2.97,.
B,1980,12,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",03:32:17,3.53,.
C,1980,12,"Willett & McCombe","Warren  & ","K2 Senior",03:32:17,3.53,.
C,1980,12,"Geer & Watts","Sussex Police Cadets & ","K2 Junior",04:04:44,4.07,.
D,1980,12,"Robins K & Metcalf R J","Chippenham  & ","K2 Senior",06:15:43,6.25,.
D,1980,12,"Chard & Pearce J","Met Police Cadets","K2 Junior",06:54:24,6.90,.
A,1980,13,"Shepherd & Holbrook","Harlow Outdoor Pursuits Centre","K2 Senior",01:55:12,1.92,.
A,1980,13,"Scott & Chard","Shoreham  & ","K2 Junior",02:22:02,2.37,.
B,1980,13,"Boat 158 & Boat 158","Unknown & ","K2 Senior",03:04:13,3.07,.
B,1980,13,"Chard & Pearce J","Met Police Cadets","K2 Junior",03:32:30,3.53,.
C,1980,13,"Carpenter Mike & Worth Andrew","Exeter  & ","K2 Senior",03:34:10,3.57,.
C,1980,13,"Meredith & Luckett","Longridge  & ","K2 Junior",04:08:05,4.13,.
D,1980,13,"Drew & Kelly","BCARC & ","K2 Senior",06:19:44,6.32,.
D,1980,13,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",06:57:24,6.95,.
A,1980,14,"Boat 150 & Boat 150","Unknown & ","K2 Senior",01:57:27,1.95,.
A,1980,14,"Meredith & Luckett","Longridge  & ","K2 Junior",02:22:08,2.37,.
B,1980,14,"Carpenter Mike & Worth Andrew","Exeter  & ","K2 Senior",03:05:37,3.08,.
B,1980,14,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",03:33:52,3.55,.
C,1980,14,"Boat 162 & Boat 162","Unknown & ","K2 Senior",03:39:39,3.65,.
C,1980,14,"Harloy & Lundy","Sussex Police Cadets & ","K2 Junior",04:11:14,4.18,.
D,1980,14,"Gardiner & Gregory","21 (Artists) & ","K2 Senior",06:26:05,6.43,.
D,1980,14,"Boat 252 & Boat 252","Unknown & ","K2 Junior",07:03:15,7.05,.
A,1980,15,"Boat 163 & Boat 163","Unknown & ","K2 Senior",01:59:40,1.98,.
A,1980,15,"Hastings & Hines","Sussex Police Cadets & ","K2 Junior",02:22:55,2.37,.
B,1980,15,"Freeman N & Parks","Metropolitan Police  & ","K2 Senior",03:06:34,3.10,.
B,1980,15,"Geer & Watts","Sussex Police Cadets & ","K2 Junior",03:35:29,3.58,.
C,1980,15,"Cartor T & Sedgwick M","Metropolitan Police ","K2 Senior",03:40:32,3.67,.
C,1980,15,"Chard & Pearce J","Met Police Cadets","K2 Junior",04:12:19,4.20,.
D,1980,15,"Boat 255 & Boat 255","Unknown & ","K2 Senior",06:31:12,6.52,.
D,1980,15,"Harloy & Lundy","Sussex Police Cadets & ","K2 Junior",07:03:57,7.05,.
A,1980,16,"Carpenter Mike & Worth Andrew","Exeter  & ","K2 Senior",02:02:42,2.03,.
A,1980,16,"Boat 252 & Boat 252","Unknown & ","K2 Junior",02:23:45,2.38,.
B,1980,16,"Boat 153 & Boat 153","Unknown & ","K2 Senior",03:06:45,3.10,.
B,1980,16,"Boat 253 & Boat 253","Unknown & ","K2 Junior",03:36:39,3.60,.
C,1980,16,"Boat 153 & Boat 153","Unknown & ","K2 Senior",03:41:11,3.68,.
C,1980,16,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",04:13:57,4.22,.
D,1980,16,"Shaw Edward & Craddock","Portscreok VSU & ","K2 Senior",06:32:54,6.53,.
D,1980,16,"Squance C & Holgate","Met Police Cadets & ","K2 Junior",07:06:10,7.10,.
A,1980,17,"Freeman N & Parks","Metropolitan Police  & ","K2 Senior",02:02:53,2.03,.
A,1980,17,"Norman & Wright","Harlow Outdoor Pursuits Centre & ","K2 Junior",02:24:06,2.40,.
B,1980,17,"Willett & McCombe","Warren  & ","K2 Senior",03:08:10,3.13,.
B,1980,17,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",03:37:34,3.62,.
C,1980,17,"Andrews D E & Hannam Ian","21 (Artists)","K2 Senior",03:42:10,3.70,.
C,1980,17,"Dickons & Dews C","Met Police Cadets & ","K2 Junior",04:14:57,4.23,.
D,1980,17,"O’Sullivan A V & Helps E J","Newham  & ","K2 Senior",06:33:52,6.55,.
D,1980,17,"Carr D A & Fryer M A","Portscreok VSU & ","K2 Junior",07:11:48,7.18,.
A,1980,18,"Boat 264 & Boat 264","Unknown & ","K2 Senior",02:03:04,2.05,.
A,1980,18,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",02:24:20,2.40,.
B,1980,18,"Boat 255 & Boat 255","Unknown & ","K2 Senior",03:09:06,3.15,.
B,1980,18,"Hastings & Hines","Sussex Police Cadets & ","K2 Junior",03:38:04,3.63,.
C,1980,18,"Robins K & Metcalf R J","Chippenham  & ","K2 Senior",03:42:54,3.70,.
C,1980,18,"Boat 252 & Boat 252","Unknown & ","K2 Junior",04:15:00,4.25,.
D,1980,18,"Gammago & Williams","Hereford  & ","K2 Senior",06:36:25,6.60,.
D,1980,18,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",07:15:05,7.25,.
A,1980,19,"Willett & McCombe","Warren  & ","K2 Senior",02:03:08,2.05,.
A,1980,19,"Pickering & Johns","Sussex Police Cadets & ","K2 Junior",02:26:30,2.43,.
B,1980,19,"Blakeman R & Cocksedge S","10th Signal Regt","K2 Senior",03:10:28,3.17,.
B,1980,19,"Dickons & Dews C","Met Police Cadets & ","K2 Junior",03:41:59,3.68,.
C,1980,19,"Boat 255 & Boat 255","Unknown & ","K2 Senior",03:46:00,3.77,.
C,1980,19,"Scott & Chard","Shoreham  & ","K2 Junior",04:15:21,4.25,.
D,1980,19,"McGladdery G M & Lyon G","Hereford ","K2 Senior",06:43:00,6.72,.
D,1980,19,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",07:20:10,7.33,.
A,1980,20,"Robins K & Metcalf R J","Chippenham  & ","K2 Senior",02:03:22,2.05,.
A,1980,20,"Bradley P & Mathis","Warren  & ","K2 Junior",02:27:51,2.45,.
B,1980,20,"Andrews D E & Hannam Ian","21 (Artists)","K2 Senior",03:11:46,3.18,.
B,1980,20,"Tarling A & Way A J","Wilts Police Cadets","K2 Junior",03:42:14,3.70,.
C,1980,20,"Gillam & Little","Totnes ","K2 Senior",03:47:59,3.78,.
C,1980,20,"Carr D A & Fryer M A","Portscreok VSU & ","K2 Junior",04:17:20,4.28,.
D,1980,20,"Edwards & Alloway","Longridge & ","K2 Senior",06:51:32,6.85,.
D,1980,20,"Geer & Watts","Sussex Police Cadets & ","K2 Junior",07:23:46,7.38,.
A,1980,21,"Blakeman R & Cocksedge S","10th Signal Regt","K2 Senior",02:04:07,2.07,.
A,1980,21,"Dickons & Dews C","Met Police Cadets & ","K2 Junior",02:28:40,2.47,.
B,1980,21,"Gormain & Adlem","Newbury  & ","K2 Senior",03:12:03,3.20,.
B,1980,21,"Beavis B C & Ellis","HMS Fisgard","K2 Junior",03:43:35,3.72,.
C,1980,21,"Drew & Kelly","BCARC & ","K2 Senior",03:48:08,3.80,.
C,1980,21,"Colley M & May K D","Met Police Cadets","K2 Junior",04:17:36,4.28,.
D,1980,21,"Boat 254 & Boat 254","Unknown & ","K2 Senior",07:00:00,7.00,.
D,1980,21,"Boat 249 & Boat 249","Unknown & ","K2 Junior",07:42:11,7.70,.
A,1980,22,"Woodger P R & Amos S J","Exeter  & ","K2 Senior",02:05:22,2.08,.
A,1980,22,"Beavis B C & Ellis","HMS Fisgard","K2 Junior",02:29:00,2.48,.
B,1980,22,"Boat 162 & Boat 162","Unknown & ","K2 Senior",03:13:40,3.22,.
C,1980,22,"Hancorn Beryl & Spencer A","Hereford ","K2 Senior",03:48:36,3.80,.
B,1980,22,"Ellis A & Hubber S","Devon & Cornwall Police Cadets","K2 Junior",03:51:20,3.85,.
C,1980,22,"Beavis B C & Ellis","HMS Fisgard","K2 Junior",04:19:07,4.32,.
D,1980,22,"Grover D & Cox","Devon & Cornwall Police Cadets","K2 Junior",07:50:00,7.83,.
A,1980,23,"Drew & Kelly","BCARC & ","K2 Senior",02:06:10,2.10,.
A,1980,23,"Harloy & Lundy","Sussex Police Cadets & ","K2 Junior",02:29:15,2.48,.
B,1980,23,"Robins K & Metcalf R J","Chippenham  & ","K2 Senior",03:14:26,3.23,.
C,1980,23,"Freeman N & Parks","Metropolitan Police  & ","K2 Senior",03:49:49,3.82,.
B,1980,23,"Bradley P & Mathis","Warren  & ","K2 Junior",03:51:44,3.85,.
C,1980,23,"Horrocks & Flowers","2397 Sqdn ATC & ","K2 Junior",04:21:03,4.35,.
D,1980,23,"Hatter M S & Whitehead","Wilts Police Cadets & ","K2 Junior",08:12:46,8.20,.
A,1980,24,"Ince A J & Golder Roy","21 (Artists)","K2 Senior",02:06:59,2.10,.
A,1980,24,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",02:31:00,2.52,.
B,1980,24,"Witt H A & Witt R A","12 Ruislip Venture Scout","K2 Senior",03:15:30,3.25,.
C,1980,24,"Gardiner & Gregory","21 (Artists) & ","K2 Senior",03:52:13,3.87,.
B,1980,24,"Squance C & Holgate","Met Police Cadets & ","K2 Junior",03:52:18,3.87,.
C,1980,24,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",04:23:32,4.38,.
A,1980,25,"Boat 153 & Boat 153","Unknown & ","K2 Senior",02:07:44,2.12,.
A,1980,25,"Boat 249 & Boat 249","Unknown & ","K2 Junior",02:32:00,2.53,.
B,1980,25,"Dinwiddie P G & Jones S W","RMCS ","K2 Senior",03:19:24,3.32,.
C,1980,25,"Boat 263 & Boat 263","Unknown & ","K2 Senior",03:52:29,3.87,.
B,1980,25,"Scott & Chard","Shoreham  & ","K2 Junior",03:52:37,3.87,.
C,1980,25,"Squance C & Holgate","Met Police Cadets & ","K2 Junior",04:26:31,4.43,.
A,1980,26,"Boat 158 & Boat 158","Unknown & ","K2 Senior",02:07:46,2.12,.
A,1980,26,"Colley M & May K D","Met Police Cadets","K2 Junior",02:32:59,2.53,.
B,1980,26,"Cartor T & Sedgwick M","Metropolitan Police ","K2 Senior",03:21:45,3.35,.
C,1980,26,"Edwards & Alloway","Longridge & ","K2 Senior",03:52:32,3.87,.
B,1980,26,"Norman & Wright","Harlow Outdoor Pursuits Centre & ","K2 Junior",03:53:33,3.88,.
C,1980,26,"Ellis A & Hubber S","Devon & Cornwall Police Cadets","K2 Junior",04:26:34,4.43,.
A,1980,27,"Cartor T & Sedgwick M","Metropolitan Police ","K2 Senior",02:07:59,2.12,.
A,1980,27,"Ellis A & Hubber S","Devon & Cornwall Police Cadets","K2 Junior",02:33:50,2.55,.
B,1980,27,"O’Sullivan A V & Helps E J","Newham  & ","K2 Senior",03:23:10,3.38,.
C,1980,27,"Woodger P R & Amos S J","Exeter  & ","K2 Senior",03:52:39,3.87,.
B,1980,27,"Simpson B & Brown","HMS Fisgard","K2 Junior",03:55:39,3.92,.
C,1980,27,"Bradley P & Mathis","Warren  & ","K2 Junior",04:27:07,4.45,.
A,1980,28,"Gormain & Adlem","Newbury  & ","K2 Senior",02:08:10,2.13,.
A,1980,28,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",02:35:50,2.58,.
B,1980,28,"Stanway & Bell Roger","Newbury ","K2 Senior",03:23:49,3.38,.
C,1980,28,"Black Dave & McPhearson","21 (Artists) & ","K2 Senior",03:56:00,3.93,.
B,1980,28,"Boat 252 & Boat 252","Unknown & ","K2 Junior",03:57:13,3.95,.
C,1980,28,"Romney & Robert","Tonbridge & West Kent & ","K2 Junior",04:27:28,4.45,.
A,1980,29,"Boat 162 & Boat 162","Unknown & ","K2 Senior",02:08:25,2.13,.
A,1980,29,"Lambton M A & Mobey T J","Wilts Police Cadets","K2 Junior",02:36:25,2.60,.
B,1980,29,"Edwards & Alloway",Longridge,"K2 Senior",03:24:18,3.40,.
C,1980,29,"Boat 259 & Boat 259","Unknown & ","K2 Senior",03:56:15,3.93,.
B,1980,29,"Barrow M & Smith","Met Police Cadets & ","K2 Junior",03:58:40,3.97,.
C,1980,29,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",04:28:32,4.47,.
A,1980,30,"Boat 258 & Boat 258","Unknown & ","K2 Senior",02:09:50,2.15,.
A,1980,30,"Tarling A & Way A J","Wilts Police Cadets","K2 Junior",02:36:35,2.60,.
B,1980,30,"Shaw Edward & Craddock","Portscreok VSU & ","K2 Senior",03:25:00,3.42,.
C,1980,30,"O’Sullivan A V & Helps E J","Newham  & ","K2 Senior",03:56:50,3.93,.
B,1980,30,"Lambton M A & Mobey T J","Wilts Police Cadets","K2 Junior",04:00:03,4.00,.
C,1980,30,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",04:29:19,4.48,.
A,1980,31,"Boat 255 & Boat 255","Unknown & ","K2 Senior",02:11:27,2.18,.
A,1980,31,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",02:40:27,2.67,.
B,1980,31,"Goldsmith & Stephens","Hereford  & ","K2 Senior",03:27:38,3.45,.
C,1980,31,"Goldsmith & Stephens","Hereford  & ","K2 Senior",03:57:55,3.95,.
B,1980,31,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",04:02:45,4.03,.
C,1980,31,"Tarling A & Way A J","Wilts Police Cadets","K2 Junior",04:29:28,4.48,.
A,1980,32,"Gillam & Little","Totnes ","K2 Senior",02:11:27,2.18,.
A,1980,32,"Squance C & Holgate","Met Police Cadets & ","K2 Junior",02:41:12,2.68,.
B,1980,32,"Gammago & Williams","Hereford  & ","K2 Senior",03:28:48,3.47,.
C,1980,32,"Boat 167 & Boat 167","Unknown & ","K2 Senior",03:59:03,3.98,.
B,1980,32,"Williams & Fletcher","Wilts Police Cadets & ","K2 Junior",04:04:31,4.07,.
C,1980,32,"Unknown & Unknown","Thames Valley Police Cadets & ","K2 Junior",04:30:03,4.50,.
A,1980,33,"Andrews D E & Hannam Ian","21 (Artists)","K2 Senior",02:11:35,2.18,.
A,1980,33,"Patterson & Dawson J","Wilts Police Cadets","K2 Junior",02:44:15,2.73,.
B,1980,33,"Boat 262 & Boat 262","Unknown & ","K2 Senior",03:31:03,3.52,.
C,1980,33,"Merrifield B P & Dickson","21 (Artists) & ","K2 Senior",03:59:58,3.98,.
B,1980,33,"Romney & Robert","Tonbridge & West Kent & ","K2 Junior",04:07:08,4.12,.
C,1980,33,"Norman & Wright","Harlow Outdoor Pursuits Centre & ","K2 Junior",04:30:33,4.50,.
A,1980,34,"Hancorn Beryl & Spencer A","Hereford ","K2 Senior",02:12:18,2.20,.
A,1980,34,"Sanderon & Charrington","Millfiold School  & ","K2 Junior",02:44:46,2.73,.
B,1980,34,"King & Bannister","Tonbridge & West Kent ","K2 Senior",03:31:10,3.52,.
C,1980,34,"Gammago & Williams","Hereford  & ","K2 Senior",04:00:18,4.00,.
B,1980,34,"Horrocks & Flowers","2397 Sqdn ATC & ","K2 Junior",04:07:57,4.12,.
